Copper,Sugar,Natural Gas,Silver,Platinum,Feeder Cattle,Lean Hogs,Cotton,Live Cattle,Kansas Wheat,Close
3.186000109,13.35999966,2.615999937,16.42499924,1000.9999999999999,149.80000309999997,69.19999695,77.51000214,130.3000031,471.75,2.8929998874664307
3.2114999289999995,13.38000011,2.65899992,16.60400009,993.5999756000001,146.6499939,69.90000153,78.91000366,129.6499939,465.75,2.943000078201294
3.237499952,13.71000004,2.634000063,16.57900047,996.4000244,146.0,71.27500153,80.54000092,128.3500061,470.75,2.9170000553131104
3.208499908,13.68000031,2.625,16.47599983,995.7999878,146.0,71.375,81.44999695,128.0,469.0,2.871000051498413
3.196000099,13.65999985,2.638999939,16.54199982,998.7999878,145.55000309999997,69.94999695,81.69999695,127.4000015,477.75,2.858999967575073
3.1575000290000004,13.010000229999998,2.683000088,16.34600067,983.0999756000001,146.5500031,69.94999695,81.76000214,128.0249939,489.0,2.907999992370605
3.107500076,13.47999954,2.667000055,16.3239994,986.5999756000001,144.75,67.22499847,81.65000153,127.49999999999999,508.25,2.868000030517578
3.0994999409999995,13.71000004,2.697999954,16.20000076,956.2999878,145.0500031,66.97499847,82.56999969,123.32499690000002,531.0,2.803999900817871
3.101000071,13.420000079999998,2.6949999329999996,16.3920002,963.5999756,143.6750031,67.57499695,82.72000122,122.1750031,522.0,2.8570001125335693
3.105499983,13.56000042,2.703999996,16.33799934,960.5999756,145.1499939,68.80000305,85.41000366,123.22499849999998,533.5,2.88100004196167
3.137000084,13.44999981,2.749000072,16.71500015,969.0999756000001,144.3000031,68.19999695,83.83999634,122.8249969,529.25,2.877000093460083
3.114000082,12.78999996,2.77699995,16.4279995,951.7000122000001,143.7749939,67.80000305,84.19999695,122.97499850000001,521.0,2.882999897003174
3.058500051,12.89000034,2.756000042,16.43600082,950.7999878,141.75,68.07499695,85.12000275,121.77500150000002,519.75,2.865999937057495
3.115999937,12.84000015,2.732000113,16.54599953,962.7000122,142.5249939,67.84999847,84.51999664,123.125,508.0,2.8940000534057617
3.104000092,12.93000031,2.778000116,16.47100067,961.4000244,142.1750031,67.67500305,83.27999878,121.5500031,509.0,2.869999885559082
3.118999958,12.619999889999999,2.786000013,16.55900002,965.7999877999999,141.5500031,67.72499847,82.98000336,121.9000015,506.99999999999994,2.8480000495910645
3.140000105,12.76000023,2.730999947,16.46699905,960.0,142.0500031,66.875,83.44000244,123.00000000000001,511.75,2.816999912261963
3.111000061,12.73999977,2.680999994,16.35300064,955.4000243999999,140.625,65.72499847,83.52999878,121.8499985,513.5,2.825999975204468
3.092999935,12.64999962,2.687999964,16.20199966,948.7000122,139.9750061,65.44999695,82.84999847,121.25,499.5,2.8480000495910645
3.069499969,12.89000034,2.651000023,16.25499916,952.9000244,138.4499969,63.15000153,81.23000336,120.22499850000001,470.25,2.845000028610229
3.025500059,12.56000042,2.674999952,16.125,943.5,137.7749939,63.24999999999999,83.08000183,119.5749969,470.0,2.878999948501587
3.0485000610000004,12.67000008,2.638000011,16.35700035,949.0999756,136.7749939,62.57500076,82.58999634,117.6999969,465.5,2.907000064849853
3.012000084,12.770000459999999,2.617000103,16.32799911,947.5999756000001,137.5249939,61.325000759999995,82.15000153,118.15000150000002,471.0,2.8320000171661377
2.984499931,12.56999969,2.59100008,16.53000069,946.9000244,135.6999969,58.42499924,81.83000183,116.0500031,479.25,2.8299999237060547
2.960500002,12.42000008,2.618000031,16.63199997,948.9000244000001,134.9250031,58.02500153,81.77999878,115.1750031,468.25,2.8429999351501465
2.991499901,12.53999996,2.690999985,16.48900032,945.2000122,135.4250031,57.74999999999999,82.01999664,115.4250031,464.0,2.7860000133514404
2.9939999579999994,12.210000039999999,2.697999954,16.20499992,934.7000122,135.9750061,56.92499924,80.73999786,116.0,461.0,2.775000095367432
3.0190000530000005,12.35000038,2.73300004,16.22299957,927.2999878000002,135.6000061,57.24999999999999,81.45999908,113.74999999999999,467.25,2.740999937057495
3.040499926,12.52000046,2.683000088,16.62700081,930.7000122000001,131.875,54.27500153,80.97000122,112.4000015,467.5,2.7320001125335693
3.0069999690000007,12.27000046,2.717999935,16.20899963,912.0999755999999,134.5,53.07500076,79.63999939,113.0250015,486.0,2.7880001068115234
3.069499969,12.35000038,2.674999952,16.31999969,909.7999878000002,137.4750061,52.45000076000001,82.56999969,114.3000031,498.5,2.8320000171661377
3.0539999009999996,12.340000150000002,2.700999975,16.33200073,912.0,135.3249969,52.125,82.54000092,112.22499849999998,506.74999999999994,2.775000095367432
3.071500063,12.35999966,2.693000078,16.49900055,933.9000244,134.4499969,52.90000152999999,82.91000366,112.02500150000002,522.75,2.7860000133514404
3.1310000419999997,12.13000011,2.655999899,16.56599998,927.5999756,134.8249969,53.5,83.52999878,112.80000309999998,521.75,2.796999931335449
3.1119999890000005,12.06000042,2.674999952,16.73800087,928.7999878,135.2749939,53.29999924,83.83000183,113.50000000000001,516.75,2.789999961853028
3.059999943,12.05000019,2.6860001090000005,16.44300079,929.0,138.875,54.29999924,83.69000244,115.75,507.50000000000006,2.8340001106262207
3.0675001139999996,12.07999992,2.734999895,16.62800026,927.2999878000002,139.375,53.82500076,83.41000366,116.55000310000001,495.75,2.8289999961853027
3.091500044,11.97999954,2.752000093,16.66200066,925.7000122,139.2250061,68.17500305,83.25,117.15000149999999,478.0,2.8320000171661377
3.0750000479999997,11.649999620000001,2.737999916,16.77199936,933.9000244,138.7250061,67.90000153,83.12999725,118.05000310000001,480.5,2.813999891281128
3.15350008,11.73999977,2.739000082,17.2310009,939.5,138.75,69.84999847,82.73999786,118.97499850000001,488.75,2.867000102996826
3.128000021,11.75,2.660000086,17.22200012,933.7000121999998,137.2250061,70.15000153,82.97000122,117.8000031,495.25,2.9140000343322754
3.131500006,11.64000034,2.739000082,17.14699936,925.5999756,137.3000031,69.94999695,85.47000122,119.3499985,482.75,2.950999975204468
3.1080000399999994,11.21000004,2.74000001,16.57099915,916.2999877999999,139.0249939,68.0,83.19000244,121.72499850000001,483.25,2.9730000495910645
3.1384999750000007,11.14000034,2.780999899,16.68700027,928.9000244,139.1000061,67.44999695,82.26000214,121.09999850000001,492.5,2.9830000400543213
3.131999969,10.85999966,2.786000013,16.48600006,906.5999756,139.8500061,68.55000305,84.76000214,121.9250031,506.99999999999994,3.0239999294281006
3.112999916,10.97000027,2.821000099,16.48800087,904.0,140.1750031,67.32499695,84.98999786,122.5250015,501.75,2.990000009536743
3.046000004,11.22000027,2.770999908,16.40600014,911.0,142.0249939,66.09999847,85.33000183,124.4499969,512.25,2.9570000171661377
3.0525000100000006,11.52000046,2.763000011,16.31200027,899.0000000000001,140.1750031,66.30000305,84.68000031,123.75,518.5,2.936000108718872
3.0150001049999995,11.68999958,2.802000046,16.03899956,888.7999878,137.8999939,67.44999695,85.12000275,105.8249969,532.25,2.9760000705718994
3.047499895,11.75,2.753999949,16.29100037,888.5000000000001,138.625,66.90000153,85.01000214,104.8499985,535.75,2.96399998664856
3.0590000149999996,11.68999958,2.726000071,16.36199951,898.7000122000001,140.8000031,67.07499695,84.44999695,106.52500150000002,547.5,2.946000099182129
3.065500021,11.51000023,2.710999966,16.43400002,905.0,140.3999939,67.07499695,86.34999847,106.0500031,535.75,2.944000005722046
3.059499979,11.31999969,2.740999937,16.41300011,908.0,137.625,66.07499695,85.98999786,105.17500309999998,519.75,2.950000047683716
3.040499926,11.56000042,2.732000113,16.38800049,907.0999756,137.7250061,66.19999695,85.37999725,106.3000031,518.5,2.969000101089477
3.039499998,11.28999996,2.736999989,16.45800018,911.5999756,137.1499939,65.92500305,85.86000061,105.6750031,512.0,3.003999948501587
3.0924999709999996,11.27000046,2.8139998909999995,16.68000031,920.5,138.6000061,65.47499847,84.55999756,107.5250015,507.50000000000006,2.970999956130981
3.095000029,11.22000027,2.805999994,16.6760006,922.4000244,138.4250031,65.30000305,84.62000275,107.625,501.75,2.970999956130981
3.0785000320000004,11.260000230000001,2.842000008,16.56999969,911.5,135.3999939,65.25,83.69999695,104.62499999999999,496.75,2.994999885559082
3.042500019,11.52000046,2.835999966,16.19400024,893.7999878,133.5500031,74.72499847,83.76000214,102.9749985,509.74999999999994,3.0799999237060547
3.058500051,11.60999966,2.815000057,16.29700089,886.5,132.7250061,75.90000153,84.34999847,101.8249969,514.0,3.095000028610229
3.0769999030000004,11.56000042,2.858999968,16.41300011,889.0,133.1000061,76.47499847,85.02999878,103.05000309999998,519.0,3.108999967575073
3.051000118,11.65999985,2.846999884,16.38699913,883.4000244,132.2250061,74.69999695,86.55000305,102.4000015,538.75,3.066999912261963
3.0855000020000003,12.100000380000003,2.809999943,16.45199966,896.7000122,133.9250031,74.0,88.41999817,104.92500310000001,526.5,3.065000057220459
3.118999958,12.14999962,2.907999992,16.50799942,905.7000122000001,133.9499969,73.125,87.34999847,104.9000015,540.5,3.065000057220459
3.060499907,12.35000038,2.914000034,16.33799934,897.7000122,134.8999939,74.59999847,86.95999908,105.4499969,551.75,3.003000020980835
3.0855000020000003,12.38000011,2.940000057,16.62100029,909.5000000000001,136.3999939,74.82499695,87.45999908,104.40000150000002,549.0,2.9809999465942383
3.066999912,12.46000004,2.938999891,16.4810009,898.2000121999998,144.9250031,74.19999695,89.20999908,104.65000149999999,564.0,2.930999994277954
3.0520000460000003,12.46000004,2.875,16.30500031,902.7999878000002,144.9750061,75.67500305,93.20999908,103.12500000000001,556.5,2.7679998874664307
3.091500044,12.52000046,2.961999893,16.38800049,904.7000122,146.3249969,77.59999847,93.30000305,104.9000015,540.75,2.8949999809265137
3.126499891,11.89999962,2.930000067,16.37899971,901.5,144.8500061,77.57499695,92.09999847,104.7249985,521.5,2.937000036239624
3.190999985,12.02000046,2.890000105,16.49099922,899.2999878,146.125,76.52500153,89.83999634,107.1999969,529.0,2.9189999103546143
3.254499912,12.19999981,2.895999908,16.6420002,905.5999756,146.75,78.17500305,90.94999695,108.30000310000001,539.75,2.9749999046325684
3.267999887,11.72999954,2.930000067,16.76600075,898.2999878,146.0749969,78.40000153,93.72000122,108.375,544.5,2.933000087738037
3.292999983,12.25,2.890000105,16.69400024,903.7000122,147.2749939,79.875,94.94000244,110.0250015,538.25,2.937000036239624
3.2504999640000003,12.35000038,2.948999882,16.90500069,904.4000244,145.9499969,80.15000153,94.75,108.65000150000002,534.75,2.9570000171661377
3.242500067,12.35000038,2.938999891,16.84900093,899.5,145.8000031,80.52500153,95.20999908,108.5250015,553.5,2.9570000171661377
3.247999907,12.51000023,2.963000059,16.95299911,900.5,145.6499939,81.0,93.80999756,107.92500309999998,539.0,2.976999998092652
3.216500044,12.22999954,2.964999914,17.22599983,908.9000244,143.6750031,81.17500305,93.41000366,106.25,522.25,2.946000099182129
3.141000032,12.02000046,3.022000074,16.45199966,885.7999878,147.9750061,81.72499847,90.72000122,108.4499969,519.75,2.924000024795532
3.1034998890000005,11.98999977,2.950999975,16.41200066,881.9000244000001,148.9750061,83.72499847,87.31999969,108.30000310000001,499.5,2.9260001182556152
3.046499968,11.84000015,2.900000095,16.3029995,862.9000244,149.625,81.875,83.31999969,108.5250015,483.0,2.8929998874664307
3.046499968,11.89000034,2.963999987,16.28899956,872.0999756,149.4250031,80.02500153,83.20999908,109.0250015,488.75,2.927999973297119
3.025000095,11.86999989,2.974999905,16.30599976,861.2000122,148.4750061,80.47499847,83.20999908,108.65000150000002,493.25,2.8970000743865967
3.032500029,12.05000019,2.944999933,16.43899918,871.2999878,149.1999969,79.82499695,85.43000031,108.27500149999999,488.75,2.900000095367432
2.992000103,12.0,2.923000097,16.30800056,866.7999877999999,145.7749939,78.07499695,85.94000244,105.9749985,469.75,2.875
2.996999979,12.11999989,2.938999891,16.23800087,869.2999878,146.1000061,79.125,85.04000092,105.9250031,458.0,2.880000114440918
2.989500046,11.72000027,2.996000051,16.13899994,856.2999877999999,145.7749939,80.22499847,85.75,107.0250015,460.25,2.82699990272522
2.953500032,11.88000011,2.940000057,15.95100021,850.2999878,146.8249969,81.125,84.93000031,108.1999969,453.25,2.8469998836517334
2.950999975,11.85999966,2.9240000249999993,16.10400009,852.4000244,151.3249969,82.875,85.37999725,107.0,470.75,2.8489999771118164
2.931499958,11.56000042,2.861999989,15.74400043,809.0,151.9250031,83.19999695,84.5,106.9000015,449.5,2.865999937057495
2.905999899,11.390000339999999,2.869999886,15.95199966,841.7999878,152.8000031,83.72499847,84.54000092,106.44999689999999,462.25,2.838000059127808
2.8139998910000004,11.47999954,2.836999893,16.00799942,837.0999756,152.5749969,83.30000305,83.73000336,106.375,482.0,2.8399999141693115
2.812999964,11.51000023,2.85800004,15.980999949999998,844.2000122,152.1999969,81.375,86.37999725,106.375,492.25,2.8310000896453857
2.838999987,11.39999962,2.828000069,16.0529995,848.9999999999999,151.44999690000003,80.22499847,87.16000366,106.12499999999999,487.5,2.859999895095825
2.828500032,11.40999985,2.788000107,16.00300026,841.9999999999999,151.8500061,79.5,87.5,105.4499969,483.75,2.872999906539917
2.733500004,11.28999996,2.828999996,15.73200035,831.0,149.3999939,79.77500153,85.23999786,103.8499985,463.0,2.8420000076293945
2.767999887,11.07999992,2.796999931,15.89799976,842.2999877999999,151.0249939,79.94999695,89.23999786,105.0250015,470.25,2.8529999256134038
2.769999981,10.96000004,2.752000093,15.73900032,826.2000122,150.7250061,79.94999695,88.90000153,104.55000309999998,469.25,2.8310000896453857
2.756999969,11.14000034,2.759000063,15.73499966,822.2999878,152.375,79.75,88.87999725,106.9250031,484.5,2.8580000400543213
2.739500046,11.13000011,2.74000001,15.545999530000001,815.7999878,151.2749939,67.90000153,89.19999695,106.42500309999998,490.75,2.864000082015991
2.752000093,11.07999992,2.720999956,15.50300026,813.7000121999998,154.4499969,67.19999695,88.83000183,108.94999690000002,487.75,2.875
2.686000109,10.97000027,2.769000053,15.34000015,800.5999756,154.4499969,67.25,88.30000305,108.90000149999999,496.5,2.8469998836517334
2.746000051,11.11999989,2.756999969,15.48999977,823.5999755999999,153.6750031,66.44999695,87.73999786,108.9250031,508.5,2.8949999809265137
2.736999989,11.07999992,2.720999956,15.36800003,825.7999878,153.25,66.42500305,87.47000122,108.7249985,510.75000000000006,2.9649999141693115
2.799999952,11.18999958,2.732000113,15.4630003,829.5999756,152.75,65.55000305,87.31999969,108.0500031,509.74999999999994,2.9489998817443848
2.805999994,11.18999958,2.775000095,15.53299999,833.7999878,152.82499689999997,66.40000153,88.80000305,109.0250015,540.75,2.936000108718872
2.803999901,11.02999973,2.779999971,15.43799973,832.4000244000001,151.4250031,64.90000153,89.02999878,107.9499969,534.0,2.9749999046325684
2.787499905,10.88000011,2.822000027,15.43599987,826.4000244,152.3000031,63.65000153,89.05999756,108.62500000000001,532.5,2.9600000381469727
2.779000044,10.81999969,2.796999931,15.47500038,826.5999756,151.5,63.29999924,89.94999695,108.4250031,547.75,2.9749999046325684
2.8190000060000004,10.55000019,2.782000065,15.5,840.9000244,149.3249969,61.125,90.27999878,107.67500310000001,556.5,2.96399998664856
2.734999895,10.47999954,2.757999897,15.39400005,812.4000244,151.8249969,60.24999999999999,89.05999756,108.62500000000001,563.75,3.003000020980835
2.726999998,10.59000015,2.815999985,15.329000470000002,823.4000244,151.1999969,58.97499847,89.44000244,108.59999850000001,569.25,2.986000061035156
2.753499985,10.85000038,2.852999926,15.40600014,832.0999756,152.8500061,58.5,88.66999817,110.67500309999998,567.25,2.953000068664551
2.720999956,10.97999954,2.859999895,15.29199982,821.5,151.8500061,56.59999847,88.69000244,110.4000015,586.0,2.937999963760376
2.740999937,10.88000011,2.897000074,15.31700039,826.5999756,149.8500061,55.79999924,88.22000122,110.0749969,579.5,2.9730000495910645
2.740499973,10.81000042,2.948999882,15.3760004,824.7000122000001,150.6499939,54.79999924,87.38999939,109.82499689999999,584.25,2.970999956130981
2.755500078,10.84000015,2.954999924,15.41899967,829.2999878,149.3500061,54.97499847,87.26000214,108.24999999999999,578.5,2.934999942779541
2.732500076,10.53999996,2.944000006,15.26599979,824.7999878000002,149.8999939,54.79999924,85.86000061,108.24999999999999,559.75,2.8570001125335693
2.721999884,10.30000019,2.930000067,14.95300007,794.5999756,148.6499939,55.52500153,83.13999939,107.1999969,540.75,2.877000093460083
2.675499916,10.34000015,2.959000111,15.02499962,798.5,148.9250031,55.0,83.41000366,107.97499850000001,545.75,2.8949999809265137
2.556999922,10.22999954,2.940000057,14.42099953,768.7000122,149.0500031,52.47499847,81.08000183,108.32499689999999,535.25,2.851999998092652
2.613500118,10.30000019,2.907999992,14.69699955,781.2999878,150.2749939,55.47499847,82.12999725,108.32499689999999,547.5,2.871000051498413
2.624500036,10.18000031,2.946000099,14.61600018,774.0999755999999,150.9499969,58.59999847,81.75,109.4250031,565.0,2.872999906539917
2.663500071,10.09000015,2.940999985,14.65499973,790.7000122,149.625,56.47499847,83.09999847,109.0749969,547.25,2.822999954223633
2.689500093,10.17000008,2.980000019,14.7510004,789.7999878000002,149.1750031,56.22499847000001,83.5,109.27500150000002,534.5,2.844000101089477
2.668499947,10.18000031,2.95600009,14.73499966,790.5,148.6999969,53.59999847,82.51999664,108.22499849999998,530.0,2.822999954223633
2.652499914,10.11999989,2.963999987,14.52700043,775.2000122000001,149.0249939,51.17499924,81.73000336,107.9499969,527.25,2.821000099182129
2.698999882,10.22999954,2.917000055,14.77900028,786.4000244000001,149.1999969,51.77500153,81.80999756,106.25,519.25,2.825999975204468
2.704999924,10.51000023,2.875999928,14.84399986,801.2000122,150.2250061,54.77500153,83.51999664,108.1999969,501.75,2.8480000495910645
2.733999968,10.310000419999998,2.851999998,14.7670002,793.5,149.3500061,52.0,83.80999756,107.8000031,499.25,2.884000062942505
2.709000111,10.36999989,2.894999981,14.687999730000001,794.7999878,149.3249969,51.54999924,82.97000122,109.17500310000001,519.75,2.884000062942505
2.583499908,10.64000034,2.822999954,14.06099987,777.0,151.7250061,51.07500076,82.77999878,109.87500000000001,508.0,2.9019999504089355
2.592499971,10.89000034,2.795000076,14.11800003,783.0999756,151.7250061,51.97499847,81.70999908,109.0500031,501.75,2.9019999504089355
2.618499994,10.80000019,2.772000074,14.07499981,789.7000122,151.7749939,54.97499847,81.37999725,108.90000149999999,490.5,2.878999948501587
2.603499889,11.01000023,2.776000023,14.06700039,779.2000122,152.97500610000003,55.65000153,82.12999725,109.9499969,488.5,2.941999912261963
2.610500097,11.19999981,2.803999901,14.07900047,788.7999878,152.52499389999997,55.95000076000001,83.93000031,110.15000149999999,503.74999999999994,2.937000036239624
2.604000092,11.18000031,2.828000069,14.05200005,788.0999756,152.125,54.47499847,83.02999878,109.3000031,494.25,2.976999998092652
2.658499956,11.670000080000001,2.828999996,14.19200039,798.7000122,154.625,55.79999924,82.76000214,111.4749985,482.5,2.963000059127808
2.664499998,11.68000031,2.816999912,14.14299965,802.0999756,154.9499969,55.67499923999999,81.62000275,110.8000031,477.5,2.963000059127808
2.627500057,11.15999985,2.76699996,14.04199982,797.4000244,157.4250031,56.22499847000001,81.90000153,113.80000310000001,479.0,2.99399995803833
2.633500099,10.63000011,2.8139998909999995,14.12199974,799.7000122000001,157.3249969,56.45000076000001,81.51000214,113.42500309999998,512.75,3.000999927520752
2.711999893,10.52000046,2.933000088,14.08399963,813.7000121999998,155.8249969,59.17499923999999,79.15000153,113.2249985,516.0,3.0480000972747803
2.710000038,10.76000023,2.907999992,14.18900013,820.7000121999998,155.5249939,60.0,79.62999725,113.09999849999998,526.25,3.0829999446868896
2.720999956,10.80000019,2.976000071,14.215000150000002,833.0999756,155.6750031,61.24999999999999,79.06999969,112.4499969,527.0,3.078000068664551
2.8364999290000004,10.84000015,2.976999998,14.26900005,828.5,156.9499969,60.29999924,79.27999878,113.0749969,525.25,3.068000078201294
2.815999985,10.38000011,3.038000107,14.2510004,828.2000122000001,156.4499969,61.0,78.73000336,112.1750031,529.0,3.078000068664551
2.803499937,10.35999966,3.082000017,14.39799976,821.7999878,156.625,62.42499924,80.41000366,112.3499985,522.0,3.101999998092652
2.806999922,9.899999619,3.020999908,14.30500031,824.5000000000001,157.0500031,62.20000076,79.0,113.875,521.0,3.061000108718872
2.764499903,10.050000190000002,3.055999994,14.20100021,810.2999877999999,157.3000031,61.29999924,78.12000275,113.2249985,517.25,3.055999994277954
2.786999941,10.42000008,3.007999897,14.62300014,818.7000122,158.1750031,62.174999240000005,76.76000214,113.4499969,511.25,3.055999994277954
2.773999929,11.60999966,3.094000101,14.42199993,824.0,158.6499939,64.75,76.69999695,113.6750031,511.5,3.0799999237060547
2.795000076,12.06999969,3.165999889,14.60999966,830.0999756,159.0749969,66.42500305,76.58000183,113.9749985,522.5,3.055999994277954
2.82249999,12.22999954,3.230000019,14.59000015,832.2000122,157.875,67.47499847,76.84999847,113.19999689999999,518.75,3.1610000133514404
2.765000105,12.32999992,3.164999962,14.51000023,821.0000000000001,156.9750061,67.5,76.38999939,113.625,522.25,3.197000026702881
2.750999928,12.63000011,3.142999887,14.56900024,821.0999756,157.7749939,68.19999695,76.48999786,113.80000310000001,524.25,3.2249999046325684
2.755000114,12.93999958,3.26699996,14.25899982,814.0999756,157.6750031,68.44999695,77.94000244,114.1750031,517.5,3.2330000400543213
2.795000076,12.97000027,3.266000032,14.32900047,825.5999756,156.9499969,68.75,77.40000153,113.3499985,519.5,3.2079999446868896
2.769000053,12.85000038,3.28399992,14.25500011,824.0999756000001,155.8999939,68.47499847,76.80000305,112.0749969,516.25,3.2249999046325684
2.796999931,12.92000008,3.221999884,14.53499985,842.7999878,156.7250061,68.67500305,76.80999756,112.62500000000001,513.75,3.132999897003174
2.792999983,13.06999969,3.161000013,14.56400013,836.2000122,154.6999969,68.75,78.37000275,112.32499690000002,524.25,3.1410000324249268
2.780499935,13.43000031,3.242000103,14.65600014,842.5000000000001,155.1000061,56.74999999999999,78.72000122,113.375,531.75,3.1630001068115234
2.770499945,13.25,3.239000082,14.63000011,843.0999756,154.02499390000003,56.875,78.33000183,112.65000150000002,528.0,3.1559998989105225
2.76699996,13.72999954,3.319999933,14.59200001,836.9000244,154.0749969,54.70000076,77.91999817,112.9250031,521.0,3.178999900817871
2.737499952,13.86999989,3.197999954,14.53299999,827.7999877999999,155.25,52.29999924,78.05000305,113.0749969,514.75,3.174999952316284
2.767999887,13.89000034,3.2499999999999996,14.57900047,832.2999878,154.6499939,51.59999847,77.91999817,112.24999999999999,516.25,3.197999954223633
2.773999929,13.81999969,3.138000011,14.522000309999997,819.0,155.6499939,53.17499923999999,80.01999664,112.80000309999998,507.75000000000006,3.196000099182129
2.746999979,13.81000042,3.211999893,14.727999689999999,832.4000244000001,155.0749969,54.52500153,78.98999786,112.7750015,507.50000000000006,3.1659998893737797
2.746500015,14.01000023,3.165999889,14.61100006,828.7000122,154.625,57.52500153,77.06999969,113.2750015,497.0,3.124000072479248
2.748500109,13.97000027,3.201999903,14.56499958,828.7000122,153.9750061,56.77500153,77.68000031,113.3499985,486.5,3.135999917984009
2.743999958,13.84000015,3.184999943,14.63500023,829.5,154.8000031,57.92499924,78.52999878,113.875,500.25,3.07699990272522
2.738500118,13.5,3.184999943,14.37699986,832.0000000000001,153.8999939,58.84999847,77.16999817,114.3000031,501.5,3.086999893188477
2.663000107,13.31999969,3.187000036,14.40299988,834.5999756000001,152.1750031,59.0,76.90000153,113.9000015,494.75,3.109999895095825
